story_id,prompt,text,net_upvotes,model_short
iyea2aj,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wifeï¿½ï¿½ï¿½s new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realiseï¿½ï¿½ï¿½ they","A vase whizzed past my head, causing me to jump in shock.

""WHO ARE YOU?!"" roared my husband, rushing up to pin me between his massive arms. I shrunk against the wall, terrified.

""What are you talking about? I'm your wife!"" I cried, seeing fear and rage in his eyes, and something else. Something... unhinged.

""Are you? Because you changed after we got married. After your sister died. Y'know, I always thought it was weird that you didn't want me to meet her. But now, finding the picture? It all makes sense. You replaced her. You killed my Natalie, and you took her place."" He removed one of his arms and dug around in his back pocket, pulling out a picture of my twin sister and I when we were teenagers; hugging, smiling, wearing intentionally ugly matching outfits.

""You... you think I'm Helen?"" I gasped, my voice quivering and my knees shaking as I reached for the photo. I held it lovingly, anger growing in me as I knew he'd found the photo by rummaging through my things.

""I know you're Helen. Our daughter doesn't look at you the same way she used to. You don't smell the same way you used to. You stand different, walk different. You don't like your favorite foods anymore. Trauma can change a person a lot, Helen, but it can't do that."" he was raving, ranting, beginning to pace throughout our living room.

""My sister, my Helen, died in another state, James! I wasn't anywhere near her that night! I was here, with you, planning OUR WEDDING DAY. Remember that? Lovely ceremony, about 3 years ago? And you're right, I have changed! And it's not just trauma!"" I said, opening the hallway closet to grab a broom for the vase shards, ""I wanted to do something, anything to keep my sister alive. So I started using her favorite beauty products, hence the smell change. I salvaged some of her favorite clothes and heels from the donation piles, thus my posture change. You walk different in stilettos than you do in flats, James. Corsets make you stand straighter, James. I've changed intentionally, to be more like Helen, to keep her alive in me.""

I could see the gears turning in his head; logic was winning out. ""But what about Ava?""

""She's SIX, James! She doesn't want to be glued at her mother's hip all day anymore! She wants to play with dolls and run around the backyard and eat fuckin' lip gloss!"" I filled the dustpan and emptied out the shards into the trash, heartbeat racing.

Somewhere above us, I heard a shuffling and a thud. ""Great, she was eavesdropping. I'll go soothe her while you sit down and think about what the hell you just said to me."" I said, wiping my hands on my apron and walking upstairs.

""Ava, honey? Are you all right?"" I said, knocking on her open door.

""Mommy, why is daddy so scary lately?"" she hugged my waist, hiding herself in the folds of my skirt, ""Is it because of the accident?""

""Yes, baby. It's because of the accident."" I said, smoothing down her hair.

James used to ride a motorcycle every day. Used to. One day last year, he got t-boned by one of those little ice-cube shaped mini-cars. Flew 30 feet. The phone call I got from the hospital filled me with the kind of dread I'd only ever felt once before; when I was informed by my parents that my twin sister had been found shot in her local park while jogging, a casualty of a gang's civil war.

He was in a coma with severe brain swelling for a full month. And when he woke up, he was different. More aggressive, more paranoid. Gaps in his memory. The doctors said it was a miracle he survived. As I held my sobbing daughter in my arms, and faintly heard my husband booking a session with his therapist downstairs, I wondered if it was any miracle at all.",204,Human-Intermediate
iyj6vgn,"Your wife has an estranged sister that you have never met. She was murdered in a cold case soon after you were married. You brush off your wifeï¿½ï¿½ï¿½s new strange behaviour after the murder as grief. Until you find an old family photo of your wife as a kid, you shiver as you realiseï¿½ï¿½ï¿½ they","Her quitting her job after the marriage licence was signed didnï¿½ï¿½ï¿½t seem like a big deal. Even when she started a totally new line of work. Everybody needs change once and a while, right? And the fact that her new nickname was Saf when her name was Avery could just be preference. Right? I dug out her childhood memorabilia one day after she left for work. Digging through the seemingly insignificant old photographs, I came across an art project clearly made by very young girls. In mismatched script it read ï¿½ï¿½ï¿½Safina and Avery: also known as the Besmin Twinsï¿½ï¿½ï¿½ I squinted, as if the sparkles would reveal to me what was going on. But I stowed everything away and pretended everything was normal when my ï¿½ï¿½ï¿½wifeï¿½ï¿½ï¿½ returned home. As she took out the pasta to make dinner, I decided on a test. ï¿½ï¿½ï¿½Safina? I said, in as normal of a voice as I could muster. ï¿½ï¿½ï¿½Yes, babeï¿½ï¿½ï¿½ her response was unassuming and immediate. Fuck. But I didnï¿½ï¿½ï¿½t know what she would do if she knonly way I could think to answer the question. She may have responded, but I was too busy trying to figure out my plan to notice. That night, we were in bed. I waited until the dead of night before I got up. ï¿½ï¿½ï¿½August, babe, what do you need?ï¿½ï¿½ï¿½ she asked in a sleepy voice. I wasnï¿½ï¿½ï¿½t one for getting up at night. ï¿½ï¿½ï¿½Just a drinkï¿½ï¿½ï¿½ I tried to use a sleepy tone. I slipped on my slippers by the door, and grabbed my phone from where I had left it on the couch. I quietly transcribed the numbers on my phone as quickly as I could. I knew if I took it, she would come for me somehow. Mom- 0000-00-0 : 2 Winston Drive, Elmhurst MO I heard someone moving around in the bedroom. I had taken too long. I quickly did the only thing I could think of, opening my computer and typing the login, and stashing the papers under it as quickly as I could. The light flicked on. Fuck. ï¿½ï¿½ï¿½Whatï¿½ï¿½ï¿½s going on Augustï¿½ï¿½ï¿½ my ï¿½ï¿½ï¿½wifeï¿½ï¿½ï¿½ asked sleepily. ï¿½ï¿½ï¿½I-I just remembered I ha bound to take me a few hours at least.ï¿½ï¿½ï¿½ I was surprised at my ability to come up with something that sounded at least semi realistic. ï¿½ï¿½ï¿½Oh, okay. Iï¿½ï¿½ï¿½m going back to bed. Let me know if you need anything.ï¿½ï¿½ï¿½ Perfect. She didnï¿½ï¿½ï¿½t suspect a thing. I waited, typing nonsense on my computer to keep up the story, until I figured she must be back asleep. I quietly flicked off the light and continued. I worked fast enough without interruption. Elliot McMaster: 11-111-1. Done. As quietly as I could, I grabbed the keys to my car, grabbed the sheet of paper and my wallet, and sneaked out the door. I kept my lights off as I turned on the car. At the last second, I took out my wallet and removed the GPS tag, placing it on the driveway. As I backed away from the house, I heard it crunch under my tire, the l",2,Human-Novice
ix8e2ih,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","""Zjim."" Zjim offered, stepping up to the stage.

""Jim? What's your last name?"" the speaker asked. She flipped through the results print off.

""It's Zjim, actually. You can call me Jim though if it's easier. My last name's Zupp.""

She flipped to the end of the report. ""Wow, okay. Yeah, I do see you. You only received a single downvote. It looks like your name actually ended up printed on the back of the ballot by itself.""

""That was me. Thought it was only fair if I voted for myself.""

""Do you even understand how the new ballot system works? You vote for the people you don't want in office.""

""I understand,"" Zjim straightened his ill-fitting tie. He hadn't worn one since fourth grade when he was 4-H treasurer. It was a little small now. ""I don't want in office. My mom said I could only keep living with her if I was actively applying to jobs, so I figured running for president, you know, that's a job. I didn't do any campaigning or anything, either.""

The woman's sighed, and pulled back the curtain to reveal the crowd of people gathered at the square. Their applause died as they saw Zjim wave with a pursed lip smile.

The woman nudged him, whispering out the side of her mouth. ""They're expecting a victory speech.""

Zjim waddled out to the podium amidst silence.

""Hi mom,"" he said into the microphone. ""Make sure you feed the cat. I probably won't get home until late.""

A wave of shuffles and coughs carried from the crowd as they turn to look at each other baffled.

""Thanks for electing me, everyone. I'm glad I managed to not upset any of you yet.""

Zjim wandered back behind the curtain.

""Who the hell was that?"" From the otherwise mute crowd. Several laughs followed, breaking into chittering discussion.

""That's it?"" The woman asked. It was the question that would be asked many more times through President Zupp's term.

The man that would go on to lead the Free world into an era of peace, prosperity, and nationwide economic coziness shrugged. ""Where's the bathroom in this place?""",1100,Human-Advanced
ix8xuyh,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","""I'm sorry, but we already have a candidate registered under the name Puppies Apple Pie, you'll have to choose a different pseudonym. Please choose something quickly, as we close in two minutes.""

The elections office clerk was ancient. She had permed pink hair and was wearing glasses on a chain in a style that Julia could not believe had ever been fashionable. Her dress was a pre-Consolidation monstrosity that was surely only allowed under the government dress code due to some sort of grandfather clause.

Julia had spent weeks gathering the necessary signatures to become a candidate. Signing up only required twenty, but nobody answered their door anymore. She'd gotten the final one by cornering the produce manager at a grocery store. She'd done extensive data analysis to determine the best name to register under. ""What about 'Anonymous'?""

""Taken."" The clerk was watching the clock.

""Tits McGee?""

""He's our sitting Senator. And don't even think of registering Candidate McCandidateFace. They're all taken. You shouldn't have left this until the last day. You'll end up at the bottom of the ballot, assuming you can think of a name in the next thirty seconds.""

""Wait, they're listed in the order they were received?"" This was news to Julia. always in the past the big party candidates would give themselves the first slots on the ballots. The new downvoting system must have made them want to hide in the middle. She wrote down a name and handed it to the clerk. ""How about this?""

The clerk nodded, looked at the clock, and pulled down the rolling gate to close the registration window.

---------------------------------------

Julia's election night party was small. Just her, her mom, and the grocery store produce manager, Gary. Her mom had spent most of the night bustling around the kitchen, leaving her alone with him in front of the holoscreen. He kept trying to scoot towards her on the couch.

Anderson Cooper was leading the election coverage. Doing shots, as always. Julia's mom said that pre-Consolidation he'd often done the news without drinking, but everyone had decided they liked it better this way.

Anderson handed a beer bong back to Andy Cohen and continued calling results. ""The Consolidated News Network can now predict that Tits McGee will be reelected to the Senate with over a million positive votes. I think it was his voting record on infrastructure that really resonated with people.""

""Come on Anderson, get to the one that people really care about.""

Anderson put a hand up to his ear to listen to his monitor. ""They're just finishing the tally for President. As expected from our exit polls the big democratic and republican candidates both finished with large negative votes. There are still a few districts coming in but it looks to be a dead heat between Puppies Apple Pie and Anonymous. Wait one moment folks... Is that an actual candidate name?""

Anderson turned to consult with an aide who had rushed onto the set.

""It seems like we do have a clear winner, folks."" Julia froze as her face flashed up on the screen. The picture she'd submitted with her application.

""The next President of the United States is candidate 'None of the Above'.""",455,Human-Intermediate
ixdikue,"You are allowed to 'downvote' a government candidate instead of voting normally, reducing their votes by one. Turns out people have little love for politicians, and the majority end with negative votes. In these democracies, anonymity is the key to winning.","It was the worst decision we had ever made as a species.

Manufacturing consent wasn't even that hard in the old world. A few news networks here, a few social media accounts over there, some tabloids to spread conspiracy theories around and you could theoretically get anyone elected to any position of power.

Theoretically, the downvote system was a good idea, returning power to the people and giving the average man a voice and all the other usual bullshit normally used at a campaign rally. It even had the most advanced security, due to the team simply hiring on any hacker that ever managed to break into it. It was similar in premise to hiring a bunch of professional hitmen as security guards.

But why hack systems, when you can hack people? And so, the powers of the old world simply continued what they were already doing. A few news networks here, a few social media accounts over there, and some tabloids to spread conspiracy theories around. The only difference was the occasional downvote dogpile organized either on social media or by those old world media networks. Money didn't lose power, it gained power. What we ended up with was a string of anonymous CEO presidents who had ""somehow"" covered up everything about themselves and got the least downvotes due to propaganda.

Oh sure, society looked very pretty, at least if you were into being overstimulated. Neon advertisements everywhere, people walking around with phones and robot parts, glistening towers of steel and glass everywhere you looked. But it was all a facade. People had basically no power and they didn't even know it. The downvote system had played right into the hands of those it was meant to defeat. Union power decimated, various human rights hanging even more by a thread than they were in the old world, your inbox flooded with spam because the CEOS running the place decided that spam filters and ad blockers were ""Anti free speech"" and had made them illegal. How did they avoid the downvotes? Blame the opposition. It doesn't matter how true the accusations are, hell, the truth matters even less now than it did in the old world. All you have to do is get just enough downvotes to keep anyone who actually wants to help people out of power. And money could afford downvotes even more than it could afford politicians in the old world. Social media accounts are free, after all, and news networks and tabloids are very cheap to the top one percent.

Freedom was a bad joke, income inequality hit record highs, collective bargaining rights had been basically eliminated, and human rights were only available to those who could afford them. And all it took were a few news networks here, a few social media accounts over there, and some tabloids to spread conspiracy theories around. The more things change, the more they stay the same.",1,Human-Novice
j5e4vw4,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and theyï¿½ï¿½ï¿½re intelligent enough to see you removing honey as ï¿½ï¿½ï¿½rentï¿½ï¿½ï¿½. This year things are different. The new queens are politely requesting that you invest some money to ,"As you can see, the bee in front of me buzzed in morse code, the Queen believes that our professional relationship can now move to the next level.

I took a sip of my honey-chamomille tea. ""Do go on,"" I replied calmly.

We have observed the transactions with the rent you remove from our hive.

""The honey,"" I corrected.

Yes. We have seen the amount of Green Paper you receive and believe a mutually beneficial agreement can be made. As you can see here... the bee said as a swarm of new bees flew in and formed a chart, building a larger larval area with additional entrances sun-ward would increase the hive's Rent production by 51% as soon as the following summer.

""Interesting.""

Furthermore, removing the large human structure next to us and planting cherry trees in the area would further improve both our quality of life and the quality of the Rent.

""I'm afraid that's my neighbour's house, ma'am. Can't raze that.""

Is a hostile takeover out of the question?

""Completely.""

The bee paused for a second. Understandable, it finally buzzed.

""Still - a new larval pod with more entrances? That is not an issue. I can get that done in... 3 weeks? Unless an emergency at work happens.""

The bee jumped up and down excitedly.

Very speedy! The Queen will be pleased.

""Excellent!"" I chuckled and clasped my hands. ""Would you like this in writing?"" I laughed.

The bee stood still.

What's writing?",830,Human-Advanced
j5eixnu,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and theyï¿½ï¿½ï¿½re intelligent enough to see you removing honey as ï¿½ï¿½ï¿½rentï¿½ï¿½ï¿½. This year things are different. The new queens are politely requesting that you invest some money to ,"''So you're asking for what exactly? I want to help, but I want to make an itemized list to make sure I've got everything.'' I take my pen and paper and listen to them. From their buzzing I can understand that they would like an extra room or area just for the Queens alone.

''Now that is certainly possible, but I'd have to either expand the hive or remove some of the comb racks. I'll make it work, next?'' This one is longer. They want more protection against flies and spiders. Apparently they've had a few issues with larvae digging through the exterior wood of the hive and have had spiders set up a web right by the entrance.

''Well I can for sure solidify the exterior and maybe make it a harder wood so you don't have any larvae anymore, but I'm not sure what I'd do against the spiders, don't you guys have dedicated workers that handle that?'' Apparently not, as I hear from the buzzing.

''But how am I meant to keep away spiders? Best I can do is give them a once over with a brush every day, to remove cobwebs and chase away spiders. I'll add that to the list.'' They seem happy. That sound has always been my favourite to hear, their happy buzzing is soothing to my ears.

''Now so far I've got extra interior room for you, hardwood exterior to protect against larvae from flies and a once over with a brush every day to remove cobwebs and spiders.'' I summarise the list.

''Anything else?'' A timid buzz from the youngest Queen attracts my attention. She wants some more protection from the wind, her hive is the most exposed of the six and on windy days it's nearly impossible for the worker bees to fly out and collect nectar.

''I'll set up a windscreen nearby, or I can move the hive itself. That's up to you.'' A thankful buzz from her tells me the answer.

''So in summary, I'll expand the hives, make them a bit bigger so you have more space from the same amount of comb racks. I'll also replace the older wood on the outside with a harder variety and maybe find some way to deter flies. I'll make sure to clean up each hive with a brush to remove cobwebs and spiders and I'll move the youngest hive closer to the flower patch, away from the wind. Was that all?''

Despite their happy buzzing I worry for the price these changes would cost. What can I make with just honey? I begin playing with the idea of brewing some type of drink, like wine but instead of grapes, I use the honey. I'll call it...Mead.",280,Human-Intermediate
j5eqypx,You are a beekeeper. You have a special relationship with your bees. You are able to communicate with them and theyï¿½ï¿½ï¿½re intelligent enough to see you removing honey as ï¿½ï¿½ï¿½rentï¿½ï¿½ï¿½. This year things are different. The new queens are politely requesting that you invest some money to ,"""Quit your bullshit. You're all 5 years old, and your hives are quite likely to mutiny on you this year, tricking you into laying eggs for your successors. When the first one hatches, this younger, stronger, more virile queen is going to try to kill you - just as you did to your mother. If you're lucky, you'll escape with a contingent of simps, in search of a new home. At that point, you can either go through the effort of building a new hive - probably at at an inopportune time of year - or I can help you by giving you a ready made hive to populate.""",68,Human-Novice
iumun14,"You are severely depressed and are given a service dog to help you through it. However, due to a mixup, you are given a dog that is actually much more depressed than you. The main thing that gets you up in the morning is knowing that you need to be the service human for your dog.","I didn't even know dogs could get depressed. Sure, I've seen dogs pout and whine when their master was gone for the day, but full-blown depression? Never. But there was not a doubt in my mind Frost was depressed.

The first morning after I got him, I expected to be woken up by a squirrely dog jumping on my bed giving me licks, but instead there was only the typical solitude I was accustomed to. After lying in bed for an hour or two, I'm not sure how long, I mustered the energy to rise. Frost was still asleep in the kitchen. Not even the sound of the food-bag was enough to rouse him. He simply lay there. Tired.

When he was up, he did not look much different than when he slept. He carried himself heavily, and I thought mayhaps he was sick, so after two days of his constitution not improving, I took him to the vet, who said all was fine, and it was simply who he was. I took it as a challenge.

Whenever I saw him around the house, I pet him, and talked to him in a voice with more emotion than I knew in recent years. It was like talking to my daughter, who had been gone for a year now. Black was her hair, too.

Our inaugural walk together was hard. He did not want to move. With a gentle tug, he eventually did follow me, but still in that slow, trudging fashion. We passed a little girl in the park, and she gave him a great big hug and lots of love. Even that didn't phase him.

But, day by day, little by little, things improved. I found myself getting out of bed sooner than before, eager to meet with my new pal. Outside, on our walks, the days were bright, the smells of autumn, pumpkin and coolness, were strong, and together we learned to live once more.

Frost's posture improved. No longer did he hunch down, head close to the ground, eyes more interested in the floor than ahead. Now he carried his head tall with pride. It suited him. He looked like a whole different dog, but I knew he was still my friend.

One morning (five o'clock sharp! The sun was still not upï¿½ï¿½ï¿½I should never have dreamed I'd wake up at suche willingly) we went on our walk. The ruby light peeked over the horizon and painted the entire town in a brilliant pink. When we reached the park, the ruby turned to gold, and over all the trees and the grass and the leaves and my friend and me was a radiant hue. Everything was covered in golden goodness.

Even Frost's coat, which was black, looked glittering under the early morning sun. I looked up towards the bright ball in the sky, hidden behind a tree, and I watched as a red leaf departed itself from its branch and slowly fluttered towards the ground. While it danced in the air, a gust of wind blew it towards me. I caught it.

It was half-eaten by a caterpillar, and up-close its shade was more brown than red, but holding it in my hand, I knew it was perfect. I closed my eyes and took a deep breath. Crisp air, found only on special mornings when the world is still and you're the only living being awake, entered my lungs. With that lifeblood there, I realized something. A smile broke across my lips.

Frost was not the only one who had changed.

I released the leaf from my hand, and before it fell to the ground, I broke off in a lively sprint across the field, my friend keeping up perfectly by my side.",1300,Human-Advanced
iums7ds,"You are severely depressed and are given a service dog to help you through it. However, due to a mixup, you are given a dog that is actually much more depressed than you. The main thing that gets you up in the morning is knowing that you need to be the service human for your dog.","ýýýStill looking, huh? Yeah, sometimes I find myself doing that too. You keep thinking one day you will see them pull into the driveway and everything will go back to normal. At least you wish that would happen.ýýý

I gave the old dog a pat on the back, taking a spot next to him on the couch. His brown eyes only focused on the driveway outside, not even looking away when a brightly colored bird fluttered past, not letting anything break his focus. I never thought a dog of all things could look miserable, but there was no tail wagging or tongue poking out. It was just a lonely stare, one filled with a deep hurt that can only be felt when youýýýve truly lost something special.

ýýýShe must have been a hell of an owner. Probably snuck you little treats, right?ýýý I put on a smile, trying to get his attention. Didnýýýt dogs usually respond to trigger words like treats or walkies? Still, not even the allure of a possible treat turned their attention away. I sighed, sinking into the couch, at my witýýýs end on how to help him. It wasnï¿½ï¿½ï¿½t fair. He was supposed to be the one pushing me forward, not the other way around.

Perhaps it was just a case of anthropomorphism? Maybe I was just pushing my own feelings onto the dog and there wasnï¿½ï¿½ï¿½t anything that deep going on inside his mind. For all I knew, his mind could be filled with belly rubs and tail chasing. Yetï¿½ï¿½ï¿½ I couldnï¿½ï¿½ï¿½t convince myself of that.

I knew sadness. Itï¿½ï¿½ï¿½s been something thatï¿½ï¿½ï¿½s suffocated me for years. Friendships, romance, jobs and most aspects of my life have been tainted by the black dog of depression and ironically, now I have welcomed a similar dog into my home. If anyone could understand those feelings, it was me. What is it about depression that makes you want to free others of it while leaving yourself to drown in its murky waters? Why do I care about getting up in the morning for his sake when I was happy to rot away in bed when I was alone? Maybe a therapist could answer that if I ever got the guts to vi too. Sometimes I wake up thinking sheï¿½ï¿½ï¿½s still alive and then that crushing weight comes back down again, you know? Thatï¿½ï¿½ï¿½s when those stupid thoughts come back, those thoughts you kind of wish would just stop being so loud. Heh, sometimes it feels like youï¿½ï¿½ï¿½re going crazy, right?ï¿½ï¿½ï¿½

He didnï¿½ï¿½ï¿½t respond, as to be expected. Somehow in my emotion confession I forgot who my audience was. He was just a dog and one that had no interest in my misery, not when theirs weighed so heavily. Still, my words werenï¿½ï¿½ï¿½t entirely meaningless. He raised his left ear. He was listening, even if he hadnï¿½ï¿½ï¿½t faced me. It was the most he had given me so far.

Would I have taken him in if I knew his owner had passed so recently? I donï¿½ï¿½ï¿½t know, the entire process still feels like a blur. A few doctorsï¿½ï¿½ï¿½ appointments and signed pieces of paper, and I had somehow ended up with a dog. Iï¿½ï¿½ï¿½m sure that there was more to that process, but I couldnï¿½ï¿½ï¿½t really remembergiven me a reason to get up in the morning. So, Iï¿½ï¿½ï¿½m sure the people that assigned him would say itï¿½ï¿½ï¿½s working as intended.

ï¿½ï¿½ï¿½Iï¿½ï¿½ï¿½m going to make some tea. Want anything?ï¿½ï¿½ï¿½ I shook my head, again wondering why I bothered speaking to him. Maybe it made me feel better or perhaps I was just that lonely, that even the act of speaking to something that couldnï¿½ï¿½ï¿½t respond felt fulfilling on some level.

I gave him another pat before heading into the kitchen. As always, the kitchen was a mess. Dirty plates were still set at the table, carefully moved so I could eat around them. Not to mention the bowl of fruit that had to be at least three weeks old at this point. I just ignored the smell, pushing aside the plastic bags on my counter as I took a tea bag. A few minutes later, I had my peach tea. Before I returned to the couch, I took a small beef flavored dog treat, hoping the gift might cheer up the dog.

I placed the treat on the pillow next to him before sitting by his sideng at the world beyond my residential prison. It was strange how it made me happy to watch other people pass. Something about seeing people live their lives felt comforting. It was nice to know people werenï¿½ï¿½ï¿½t in my shoes; it was nice to know that perhaps I would join them someday.

ï¿½ï¿½ï¿½Itï¿½ï¿½ï¿½s a nice day, right? Feels kind of like a waste to sit here when the sunï¿½ï¿½ï¿½s still shining.ï¿½ï¿½ï¿½ Even as I said that, my body betrayed me. The last thing I wanted to do was go outside. I just couldnï¿½ï¿½ï¿½t convince myself I wanted to deal with that. But it wasnï¿½ï¿½ï¿½t for me, was it? ï¿½ï¿½ï¿½We could take a walk. Just around the block. Maybe about ten minutes or so, nothing major.ï¿½ï¿½ï¿½ My words more directed at myself than the dog, as if I was trying to win other my own feelings.

I slumped my head against the edge of the couch, taking a long sip from my tea. Of course, I couldnï¿½ï¿½ï¿½t help him. If I could help him, I probably would have been able to help myself a long time ago. MWhat good was I going to do? He needed someone more kind and loving. Not me.

When I finished the tea, I went to set down the cup, only to see the fluffy face of the dog staring at me. It was the first time that he had actually paid direct attention to me. My motivation trickling back as I put on a fake smile once more.

ï¿½ï¿½ï¿½I donï¿½ï¿½ï¿½t know what to say and it feels like we are just two strangers at this point, but Iï¿½ï¿½ï¿½ll be here for you, ok?ï¿½ï¿½ï¿½

He didnï¿½ï¿½ï¿½t shift his gaze from me, only moving to rest a paw on my leg. I placed my hand on the paw, hoping that action alone might offer some comfort to him. It felt nice to be seated like this, like we had a moment of understanding, at least for the time being.

ï¿½ï¿½ï¿½Even if we are just strangers, maybe we can just be lonely together?ï¿½ï¿½ï¿½ Maybe that was the best the two of us could ask for? Bonds donï¿½ï¿½ï¿½t develop overnight and at the very least, two lonely strangers were better than one.

ï¿½ï¿½ï¿½Anyway, a quick walk, thenf from the couch and brought over his lead. ï¿½ï¿½ï¿½Well, letï¿½ï¿½ï¿½s go get ",261,Human-Intermediate
iur2wr6,"You are severely depressed and are given a service dog to help you through it. However, due to a mixup, you are given a dog that is actually much more depressed than you. The main thing that gets you up in the morning is knowing that you need to be the service human for your dog.","Days before adopting Sam were usually quite the same. Staying in bed for entire time, watching Netflix, sometimes going out for groceries. I worked for IT company so everything could be done from my comfortable bed, no need to get to office. I was really lonely and overwhelmed when it came to human interactions. One of my online friends suggested I should adopt a dog. They are believed to keep a company to humans and I hoped it will make my overall state a bit better. I didn't expect it was going to turn out even worse.

After looking at some ads about dogs available for adoption, I noticed one golden retriever named Sam. His owners described him as playful and full of energy. I thought to myself - ""That's what I need"". After a quick conversation, I was picking up Sam from across the town. The one thing that caught my attention, was how delighted were Sam owners when they handed me the leash. I didn't think about it until we get home. At first I thought Sam was just stressed and it was the reason behind his lack of intention to get out of the car. I quickly discover that in fact he is lacking intention to do anything. He didn't like going on walks, playing and in a matter of fact even eating. We made few checkups in nearby vets, but Sam seemed healthy...

I looked online for any clue about his state, but there was little to nothing. That's when I discovered dog psychologist. I took Sam for a consultation, after half an hour we walked with a diagnosis - dog depression. Sam got prescribed some pills and I was instructed to keep him company through all of this. I was worried, but Sam was my only real life friend, so I was not letting him go without a fight. He started attending therapy twice a week, he was taking pills, we even managed to go out for walks sometimes. I wasn't easy, I wasn't taking much care of myself, the only thing that counted was Sam.

I became really attached to him, he was like my family, that's why writing this feels so unrealistic. After seven months of taking care of him, I noticed something growing inside his stomach. He had tumor. Our schedule got even more busy, except of usual routine we started going to the regular vet at least three times a week. I was able to see life slowly leaving his body, day by day.

On 30th of October he passed, I lost the only living creature I ever truly cared about, I am alone once more and without any hopes. I truly loved him, but taking care of him made me exhausted. For the past seven months I was his service human. I lost contact even with my online friends because of lack of time. I don't see any reason to live anymore. How come the world be so cruel place that even a dog can get depressed and die. The only thing that brings me some peace, its the idea of Sam dying by my side - his true friend.",3,Human-Novice
